,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
280,7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.0,1.0,0.38,1.0,1
281,6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.0,1.0,0.6,1.0,1
282,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.0,1.0,0.65,1.0,0
283,6.7,0.34,0.3,15.6,0.054000000000000006,51.0,196.0,0.0,1.0,0.49,1.0,0
284,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.0,1.0,0.49,0.0,0
285,7.3,0.32,0.25,7.2,0.055999999999999994,47.0,180.0,0.0,1.0,0.47,0.0,0
286,6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.0,1.0,0.51,1.0,1
287,7.2,0.23,0.39,14.2,0.057999999999999996,49.0,192.0,0.0,0.0,0.48,1.0,1
288,7.2,0.23,0.39,14.2,0.057999999999999996,49.0,192.0,0.0,0.0,0.48,1.0,1
289,7.2,0.23,0.39,14.2,0.057999999999999996,49.0,192.0,0.0,0.0,0.48,1.0,1
290,7.2,0.23,0.39,14.2,0.057999999999999996,49.0,192.0,0.0,0.0,0.48,1.0,1
291,5.9,0.15,0.31,5.8,0.040999999999999995,53.0,155.0,0.0,1.0,0.46,1.0,1
292,7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,0.0,0.44,1.0,0
293,6.2,0.28,0.22,7.3,0.040999999999999995,26.0,157.0,0.0,1.0,0.64,1.0,1
294,9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.0,1.0,0.38,0.0,0
295,6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.0,1.0,0.54,1.0,1
296,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.0,1.0,0.57,1.0,0
297,7.2,0.19,0.46,3.8,0.040999999999999995,82.0,187.0,0.0,1.0,0.6,1.0,1
298,7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.0,1.0,0.45,1.0,1
299,6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.0,1.0,0.45,1.0,1
300,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.0,1.0,0.67,1.0,1
301,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.0,1.0,0.38,1.0,1
302,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.0,1.0,0.67,1.0,1
303,6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.0,1.0,0.43,1.0,1
304,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.0,1.0,0.41,1.0,1
305,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.0,1.0,0.41,1.0,1
306,7.2,0.43,0.24,6.7,0.057999999999999996,40.0,163.0,0.0,1.0,0.41,1.0,0
307,7.3,0.4,0.24,6.7,0.057999999999999996,41.0,166.0,0.0,1.0,0.41,1.0,1
308,6.2,0.33,0.27,4.9,0.036000000000000004,30.0,134.0,0.0,1.0,0.42,1.0,1
309,6.2,0.31,0.26,4.8,0.037000000000000005,36.0,148.0,0.0,1.0,0.41,1.0,1
310,6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.0,1.0,0.71,1.0,1
311,5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.0,1.0,0.51,1.0,1
312,7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.0,1.0,0.45,1.0,1
313,5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.0,1.0,0.63,1.0,1
314,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.0,1.0,0.62,1.0,0
315,6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.0,1.0,0.44,1.0,1
316,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.0,1.0,0.38,1.0,1
317,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.0,1.0,0.37,1.0,0
318,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.0,1.0,0.43,1.0,1
319,6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.0,1.0,0.59,1.0,1
320,6.0,0.1,0.24,1.1,0.040999999999999995,15.0,65.0,0.0,1.0,0.61,1.0,1
321,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.0,1.0,0.37,1.0,0
322,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.0,1.0,0.38,1.0,1
323,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.0,1.0,0.36,1.0,1
324,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.0,1.0,0.55,1.0,0
325,7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.0,1.0,0.59,1.0,0
326,7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.0,0.0,0.6,1.0,1
327,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.0,1.0,0.65,1.0,1
328,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.0,1.0,0.5,1.0,1
329,7.2,0.21,0.41,1.3,0.036000000000000004,33.0,85.0,0.0,1.0,0.51,1.0,0
330,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.0,1.0,0.6,1.0,1
331,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.0,1.0,0.39,1.0,0
332,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.0,1.0,0.4,1.0,1
333,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.0,1.0,0.44,1.0,0
334,5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.0,1.0,0.38,1.0,0
335,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.0,1.0,0.4,1.0,1
336,6.3,0.23,0.33,1.5,0.036000000000000004,15.0,105.0,0.0,1.0,0.42,1.0,1
337,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.0,1.0,0.42,1.0,1
338,5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.0,1.0,0.53,1.0,0
339,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.0,1.0,0.85,1.0,1
340,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.0,1.0,0.55,1.0,1
341,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.0,1.0,0.54,1.0,1
342,6.4,0.26,0.42,9.7,0.044000000000000004,30.0,140.0,0.0,1.0,0.47,1.0,1
343,5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.0,1.0,0.76,1.0,0
344,5.4,0.29,0.47,3.0,0.052000000000000005,47.0,145.0,0.0,1.0,0.75,1.0,1
345,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.0,1.0,0.4,1.0,1
346,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.0,1.0,0.51,1.0,1
347,6.7,0.19,0.41,15.6,0.055999999999999994,75.0,155.0,0.0,1.0,0.44,0.0,1
348,7.8,0.18,0.46,13.6,0.052000000000000005,38.0,118.0,0.0,1.0,0.5,1.0,1
349,7.6,0.17,0.45,11.2,0.054000000000000006,56.0,137.0,0.0,1.0,0.47,1.0,0
350,6.3,0.12,0.36,2.1,0.044000000000000004,47.0,146.0,0.0,1.0,0.74,1.0,1
351,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.0,1.0,0.3,1.0,1
352,5.5,0.335,0.3,2.5,0.071,27.0,128.0,0.0,1.0,0.51,1.0,1
353,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.0,1.0,0.3,1.0,1
354,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.0,1.0,0.57,1.0,1
355,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.0,0.0,0.38,1.0,1
356,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.0,0.0,0.38,1.0,1
357,6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.0,1.0,0.78,1.0,1
358,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.0,1.0,0.42,1.0,1
359,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.0,1.0,0.59,1.0,1
360,6.4,0.24,0.32,14.9,0.047,54.0,162.0,0.0,1.0,0.5,1.0,1
361,7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.0,1.0,0.43,0.0,0
362,6.8,0.15,0.3,5.3,0.05,40.0,127.0,0.0,1.0,0.39,1.0,1
363,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.0,0.0,0.38,1.0,1
364,6.8,0.16,0.4,2.3,0.037000000000000005,18.0,102.0,0.0,1.0,0.42,1.0,1
365,6.0,0.26,0.32,3.5,0.027999999999999997,29.0,113.0,0.0,1.0,0.71,1.0,1
366,6.0,0.18,0.27,1.5,0.08900000000000001,40.0,143.0,0.0,1.0,0.62,1.0,1
367,6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.0,1.0,0.45,1.0,1
368,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.0,1.0,0.64,1.0,1
369,7.1,0.39,0.35,12.5,0.044000000000000004,26.0,72.0,0.0,1.0,0.29,1.0,0
370,6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.0,1.0,0.45,1.0,1
371,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.0,1.0,0.64,1.0,1
372,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.0,1.0,0.56,1.0,0
373,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.0,1.0,0.51,1.0,1
374,5.1,0.33,0.22,1.6,0.027000000000000003,18.0,89.0,0.0,1.0,0.38,1.0,1
375,5.1,0.33,0.22,1.6,0.027000000000000003,18.0,89.0,0.0,1.0,0.38,1.0,1
376,6.4,0.31,0.28,1.5,0.037000000000000005,12.0,119.0,0.0,1.0,0.51,1.0,1
377,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.0,1.0,0.46,1.0,1
378,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.0,1.0,0.64,1.0,1
379,6.4,0.31,0.28,1.5,0.037000000000000005,12.0,119.0,0.0,1.0,0.51,1.0,1
380,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.0,1.0,0.46,1.0,1
381,7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.0,1.0,0.52,1.0,1
382,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.0,1.0,0.53,1.0,1
383,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.0,1.0,0.51,1.0,1
384,6.0,0.36,0.39,3.2,0.027000000000000003,20.0,125.0,0.0,1.0,0.39,1.0,1
385,5.1,0.33,0.22,1.6,0.027000000000000003,18.0,89.0,0.0,1.0,0.38,1.0,1
386,5.0,0.17,0.56,1.5,0.026000000000000002,24.0,115.0,0.0,1.0,0.39,1.0,1
387,6.3,0.39,0.35,5.9,0.04,82.5,260.0,0.0,1.0,0.66,1.0,0
388,6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.0,1.0,0.46,1.0,1
389,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.0,1.0,0.61,1.0,1
390,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.0,1.0,0.61,1.0,1
391,6.5,0.36,0.32,1.1,0.031,13.0,66.0,0.0,1.0,0.46,1.0,0
392,6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.0,1.0,0.47,1.0,1
393,7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.0,1.0,0.56,1.0,1
394,6.8,0.37,0.51,11.8,0.044000000000000004,62.0,163.0,0.0,1.0,0.44,0.0,0
395,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.0,1.0,0.41,1.0,0
396,8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.0,1.0,0.39,1.0,0
397,6.3,0.2,0.4,1.5,0.037000000000000005,35.0,107.0,0.0,1.0,0.5,1.0,1
398,5.9,0.26,0.27,18.2,0.048,52.0,168.0,0.0,1.0,0.44,1.0,0
399,6.4,0.19,0.42,2.9,0.032,32.0,83.0,0.0,1.0,0.41,1.0,1
400,6.3,0.2,0.4,1.5,0.037000000000000005,35.0,107.0,0.0,1.0,0.5,1.0,1
401,6.8,0.37,0.51,11.8,0.044000000000000004,62.0,163.0,0.0,1.0,0.44,0.0,0
402,6.1,0.35,0.07,1.4,0.069,22.0,108.0,0.0,1.0,0.52,1.0,0
403,7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,1.0,0.56,0.0,0
404,6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.0,1.0,0.66,1.0,1
405,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.0,1.0,0.41,1.0,0
406,5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.0,1.0,0.39,1.0,1
407,6.9,0.49,0.24,1.2,0.049,13.0,125.0,0.0,1.0,0.51,1.0,0
408,6.3,0.14,0.39,1.2,0.044000000000000004,26.0,116.0,0.0,1.0,0.53,1.0,1
409,8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.0,1.0,0.39,1.0,0
410,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.0,0.0,0.47,1.0,1
411,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.0,1.0,0.79,1.0,1
412,7.2,0.19,0.39,1.2,0.036000000000000004,32.0,85.0,0.0,1.0,0.5,1.0,0
413,7.2,0.19,0.39,1.2,0.036000000000000004,32.0,85.0,0.0,1.0,0.5,1.0,0
414,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.0,0.0,0.47,1.0,1
415,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.0,1.0,0.79,1.0,1
416,7.4,0.21,0.27,1.2,0.040999999999999995,27.0,99.0,0.0,1.0,0.33,1.0,1
417,6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.0,1.0,0.47,1.0,0
418,7.4,0.21,0.27,1.2,0.040999999999999995,27.0,99.0,0.0,1.0,0.33,1.0,1
419,7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.0,1.0,0.56,1.0,1
420,7.0,0.22,0.31,2.7,0.03,41.0,136.0,0.0,1.0,0.37,1.0,1
421,7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.0,1.0,0.54,1.0,1
422,7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.0,1.0,0.54,1.0,1
423,7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.0,1.0,0.54,1.0,1
424,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.0,1.0,0.52,1.0,1
425,7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.0,1.0,0.54,1.0,1
426,7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.0,1.0,0.54,1.0,1
427,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.0,1.0,0.45,1.0,0
428,7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.0,1.0,0.46,1.0,0
429,7.1,0.31,0.47,13.6,0.055999999999999994,54.0,197.0,0.0,1.0,0.49,1.0,0
430,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.0,1.0,0.45,1.0,0
431,6.4,0.34,0.1,1.1,0.048,19.0,84.0,0.0,1.0,0.38,1.0,0
432,7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.0,1.0,0.61,1.0,1
433,7.2,0.55,0.09,1.5,0.10800000000000001,16.0,151.0,0.0,1.0,0.57,1.0,0
434,7.0,0.23,0.36,7.1,0.027999999999999997,31.0,104.0,0.0,1.0,0.47,1.0,1
435,6.9,0.2,0.37,6.2,0.027000000000000003,24.0,97.0,0.0,1.0,0.49,1.0,1
436,6.1,0.28,0.32,2.5,0.042,23.0,218.5,0.0,1.0,0.6,1.0,0
437,6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.0,1.0,0.64,1.0,1
438,7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.0,1.0,0.61,1.0,1
439,6.2,0.35,0.04,1.2,0.06,23.0,108.0,0.0,1.0,0.54,1.0,0
440,6.7,0.22,0.37,1.6,0.027999999999999997,24.0,102.0,0.0,1.0,0.59,1.0,1
441,6.1,0.38,0.2,6.6,0.033,25.0,137.0,0.0,1.0,0.69,1.0,1
442,6.0,0.25,0.28,2.2,0.026000000000000002,54.0,126.0,0.0,1.0,0.65,1.0,1
443,6.6,0.52,0.44,12.2,0.048,54.0,245.0,0.0,1.0,0.54,1.0,1
444,6.9,0.24,0.36,20.8,0.031,40.0,139.0,0.0,1.0,0.33,1.0,1
445,7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.0,1.0,0.4,1.0,0
446,5.8,0.28,0.27,2.6,0.054000000000000006,30.0,156.0,0.0,1.0,0.42,1.0,0
447,6.5,0.41,0.24,14.0,0.048,24.0,113.0,0.0,1.0,0.53,1.0,1
448,6.5,0.41,0.24,14.0,0.048,24.0,113.0,0.0,1.0,0.53,1.0,1
449,6.4,0.28,0.29,1.6,0.052000000000000005,34.0,127.0,0.0,1.0,0.56,1.0,1
450,7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.0,1.0,0.54,1.0,0
451,6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.0,1.0,0.44,1.0,0
452,5.9,0.46,0.14,2.7,0.042,27.0,160.0,0.0,1.0,0.51,1.0,1
453,6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.0,1.0,0.51,1.0,1
454,6.4,0.28,0.29,1.6,0.052000000000000005,34.0,127.0,0.0,1.0,0.56,1.0,1
455,6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.0,1.0,0.53,1.0,1
456,6.3,0.23,0.31,1.5,0.022000000000000002,11.0,82.0,0.0,1.0,0.4,1.0,1
457,7.1,0.21,0.27,8.6,0.055999999999999994,26.0,111.0,0.0,0.0,0.52,1.0,0
458,6.0,0.37,0.32,1.0,0.053,31.0,218.5,0.0,1.0,0.72,1.0,1
459,6.1,0.43,0.35,9.1,0.059000000000000004,83.0,249.0,0.0,1.0,0.5,0.0,0
460,7.1,0.21,0.27,8.6,0.055999999999999994,26.0,111.0,0.0,0.0,0.52,1.0,0
461,7.0,0.25,0.29,15.2,0.047,40.0,171.0,0.0,1.0,0.45,1.0,0
462,5.9,0.25,0.19,12.4,0.047,50.0,162.0,0.0,1.0,0.38,1.0,0
463,6.8,0.32,0.21,2.2,0.044000000000000004,15.0,68.0,0.0,1.0,0.39,1.0,1
464,7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.0,1.0,0.5,0.0,0
465,6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.0,0.0,0.46,0.0,0
466,7.0,0.14,0.32,9.0,0.039,54.0,141.0,0.0,1.0,0.43,1.0,1
467,6.8,0.32,0.21,2.2,0.044000000000000004,15.0,68.0,0.0,1.0,0.39,1.0,1
468,7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.0,1.0,0.5,0.0,0
469,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.0,1.0,0.52,1.0,0
470,8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.0,1.0,0.73,1.0,1
471,6.5,0.38,0.34,3.4,0.036000000000000004,34.0,200.0,0.0,1.0,0.76,1.0,0
472,6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.0,1.0,0.45,1.0,1
473,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.0,1.0,0.48,1.0,1
474,5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.0,1.0,0.36,1.0,1
475,7.0,0.24,0.51,11.0,0.028999999999999998,55.0,227.0,0.0,1.0,0.61,1.0,0
476,7.4,0.28,0.36,1.1,0.027999999999999997,42.0,105.0,0.0,0.0,0.39,1.0,1
477,7.0,0.22,0.28,1.5,0.037000000000000005,29.0,115.0,0.0,1.0,0.55,1.0,1
478,7.1,0.55,0.13,1.7,0.073,21.0,165.0,0.0,0.0,0.58,1.0,1
479,6.3,0.22,0.33,1.7,0.040999999999999995,67.0,164.0,0.0,1.0,0.56,1.0,1
480,6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.0,1.0,0.6,1.0,0
481,5.9,0.36,0.41,1.3,0.047,45.0,104.0,0.0,1.0,0.51,1.0,1
482,5.8,0.25,0.24,13.3,0.044000000000000004,41.0,137.0,0.0,1.0,0.42,1.0,0
483,6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.0,1.0,0.6,1.0,0
484,6.2,0.37,0.3,6.6,0.34600000000000003,79.0,200.0,0.0,1.0,0.58,1.0,0
485,6.2,0.18,0.38,1.5,0.027999999999999997,36.0,117.0,0.0,1.0,0.54,1.0,1
486,6.0,0.16,0.37,1.5,0.025,43.0,117.0,0.0,1.0,0.51,1.0,1
487,6.6,0.34,0.28,1.3,0.035,32.0,90.0,0.0,1.0,0.42,1.0,1
488,7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.0,1.0,0.68,1.0,1
489,7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.0,1.0,0.45,0.0,1
490,7.0,0.28,0.36,1.0,0.035,8.0,70.0,0.0,1.0,0.46,1.0,1
491,7.1,0.23,0.39,1.6,0.032,12.0,65.0,0.0,1.0,0.4,1.0,1
492,7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.0,1.0,0.46,1.0,1
493,6.3,0.19,0.28,1.8,0.022000000000000002,28.0,158.0,0.0,1.0,0.64,1.0,1
494,6.8,0.2,0.38,4.7,0.04,27.0,103.0,0.0,1.0,0.58,1.0,1
495,5.7,0.44,0.13,7.0,0.025,28.0,173.0,0.0,1.0,0.48,1.0,1
496,7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.0,1.0,0.49,0.0,0
497,6.8,0.23,0.32,1.6,0.026000000000000002,43.0,147.0,0.0,1.0,0.54,1.0,1
498,5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.0,1.0,0.66,1.0,0
499,7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.0,1.0,0.49,0.0,0
500,7.2,0.28,0.54,16.7,0.045,54.0,200.0,0.0,1.0,0.49,1.0,1
501,6.8,0.19,0.58,14.2,0.038,51.0,164.0,0.0,1.0,0.48,1.0,1
502,6.4,0.3,0.3,2.25,0.038,8.0,210.0,0.0,1.0,0.62,1.0,1
503,6.5,0.3,0.29,2.25,0.037000000000000005,8.0,210.0,0.0,1.0,0.62,1.0,0
504,7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.0,1.0,0.53,0.0,1
505,7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.0,1.0,0.53,0.0,1
506,7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.0,1.0,0.52,0.0,0
507,6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.0,1.0,0.54,1.0,1
508,5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.0,1.0,0.44,1.0,1
509,6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.0,1.0,0.54,1.0,1
510,6.7,0.27,0.12,1.3,0.040999999999999995,62.0,138.0,0.0,1.0,0.42,1.0,1
511,7.8,0.34,0.35,1.8,0.042,8.0,167.0,0.0,1.0,0.41,1.0,1
512,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.0,1.0,0.59,1.0,1
513,7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.0,1.0,0.33,1.0,1
514,7.8,0.28,0.32,9.0,0.036000000000000004,34.0,115.0,0.0,1.0,0.39,1.0,1
515,6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.0,1.0,0.47,1.0,1
516,6.8,0.18,0.37,1.6,0.055,47.0,154.0,0.0,1.0,0.45,1.0,0
517,7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.0,1.0,0.6,1.0,1
518,5.9,0.13,0.28,1.9,0.05,20.0,78.0,0.0,1.0,0.64,1.0,1
519,7.2,0.34,0.34,12.6,0.048,7.0,41.0,0.0,1.0,0.4,1.0,0
520,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.0,1.0,0.74,1.0,0
521,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.0,1.0,0.74,1.0,0
522,6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.0,1.0,0.39,1.0,1
523,5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.0,1.0,0.38,1.0,1
524,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.0,1.0,0.34,1.0,0
525,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.0,1.0,0.45,1.0,1
526,7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.0,1.0,0.53,1.0,0
527,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.0,1.0,0.44,1.0,1
528,5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.0,1.0,0.35,1.0,1
529,5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.0,1.0,0.45,1.0,1
530,6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.0,1.0,0.79,1.0,1
531,6.4,0.18,0.48,4.0,0.18600000000000003,64.0,150.0,0.0,1.0,0.4,1.0,0
532,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.0,1.0,0.48,1.0,1
533,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.0,1.0,0.48,1.0,1
534,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.0,1.0,0.48,1.0,1
535,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.0,1.0,0.51,1.0,0
536,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.0,1.0,0.51,1.0,0
537,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.0,1.0,0.48,1.0,1
538,6.1,0.24,0.3,1.5,0.045,22.0,61.0,0.0,1.0,0.54,1.0,0
539,6.8,0.25,0.24,4.55,0.053,41.0,211.0,0.0,1.0,0.67,1.0,1
540,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.0,1.0,0.55,1.0,0
541,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.0,1.0,0.42,0.0,0
542,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.0,1.0,0.68,1.0,1
543,6.7,0.24,0.41,8.7,0.036000000000000004,29.0,148.0,0.0,1.0,0.62,1.0,1
544,6.8,0.28,0.17,13.9,0.047,49.0,162.0,0.0,1.0,0.51,1.0,1
545,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.0,1.0,0.58,1.0,1
546,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.0,1.0,0.64,1.0,1
547,7.7,0.22,0.42,1.9,0.052000000000000005,10.0,87.0,0.0,1.0,0.49,1.0,1
548,6.5,0.18,0.31,1.7,0.044000000000000004,30.0,127.0,0.0,1.0,0.5,1.0,1
549,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.0,1.0,0.42,0.0,0
550,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.0,1.0,0.52,1.0,1
551,9.2,0.25,0.34,1.2,0.026000000000000002,31.0,93.0,0.0,0.0,0.37,1.0,1
552,7.8,0.28,0.34,1.6,0.027999999999999997,32.0,118.0,0.0,1.0,0.38,1.0,1
553,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.0,1.0,0.52,1.0,1
554,7.8,0.28,0.34,1.6,0.027999999999999997,32.0,118.0,0.0,1.0,0.38,1.0,1
555,9.2,0.25,0.34,1.2,0.026000000000000002,31.0,93.0,0.0,0.0,0.37,1.0,1
556,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.0,0.0,0.65,1.0,0
557,6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.0,1.0,0.5,1.0,1
558,5.9,0.21,0.24,12.1,0.044000000000000004,53.0,165.0,0.0,1.0,0.39,1.0,0
559,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.0,1.0,0.76,1.0,1
560,6.7,0.21,0.42,9.1,0.049,31.0,150.0,0.0,1.0,0.74,1.0,1
